選手スラッグ,選手名,読み,プロフィール種別,カテゴリ,年度,使用確認時期,更新日,公開状態,プロ詳細URL,並び順,クラブカテゴリ,番手,メーカー,モデル,ロフト,シャフトメーカー,シャフトモデル,シャフト重量,フレックス,キャリー距離,総距離,クラブ別メモ,主な確認ソース,主な確認ソースURL,ソース確認日,全ソースURL,プロフィール概要
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,1,Driver,,Titleist,GT2 Driver,9°,Mitsubishi,Tensei 1K Pro White 60,,TX,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,2,Fairway Wood,3W,Titleist,GT2 Fairway Wood,15°,Mitsubishi,Tensei 1K Pro White 80,,TX,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,3,Utility,3I,Ping,iCrossover,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,4,Iron,4I,Ping,Blueprint S Iron,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,5,Iron,5I,Ping,Blueprint S Iron,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,6,Iron,6I,Ping,Blueprint S Iron,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,7,Iron,7I,Ping,Blueprint S Iron,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,8,Iron,8I,Ping,Blueprint S Iron,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,9,Iron,9I,Ping,Blueprint S Iron,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,10,Wedge,PW,Ping,Blueprint S Iron,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,11,Wedge,AW,Ping,s159 Wedge,50°,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,12,Wedge,SW,Ping,s159 Wedge,56°,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,13,Wedge,LW,Ping,s159 Wedge,60°,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
matt-fitzpatrick,マット・フィッツパトリック,マット・フィッツパトリック,tour_pro,masters_2026_batch,2026,2026年4月,2026-04-10,true,https://www.mybagpro.jp/pros/matt-fitzpatrick,14,Putter,,Ping,PLD DS72,,,,,,,,Confirmed from GolfWRX Matt Fitzpatrick WITB 2026 (April).,Matt Fitzpatrick WITB 2026 (April) - GolfWRX,https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/,2026-04-10,https://www.pgatour.com/player/46442/matt-fitzpatrick/stats | https://www.golfwrx.com/779317/matt-fitzpatrick-witb-2026-april/ | https://www.golfmonthly.com/gear/gear-news/whats-in-matt-fitzpatricks-bag,2026年マスターズ出場選手として、マット・フィッツパトリックの2026年4月時点で確認できるWITBをもとに整理したクラブセッティングページです。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,1,Driver,,Yonex,EZONE GT TYPE S Driver,9°,Yonex,REXIS KAIZA-M,50g台,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,2,Fairway Wood,3W,Yonex,EZONE GT Fairway Wood,14.5°,Yonex,REXIS KAIZA-M,60g台,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,3,Fairway Wood,5W,Yonex,EZONE GT Fairway Wood,18°,Yonex,REXIS KAIZA-M,60g台,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,4,Iron,5I,Yonex,EZONE GT Iron 2017,,Yonex,REXIS KAIZA-i,80g台,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,5,Iron,5I,Yonex,EZONE CB511 Forged Iron,,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,6,Iron,6I,Yonex,EZONE CB511 Forged Iron,,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,7,Iron,7I,Yonex,EZONE CB511 Forged Iron,,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,8,Iron,8I,Yonex,EZONE CB511 Forged Iron,,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,9,Iron,9I,Yonex,EZONE CB511 Forged Iron,,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,10,Wedge,PW,Yonex,EZONE CB511 Forged Iron,,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,11,Wedge,GW,Yonex,EZONE W501 Wedge,48°,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,12,Wedge,SW,Yonex,EZONE W501 Wedge,54°,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,13,Wedge,LW,Yonex,EZONE W501 Wedge,58°,Nippon Shaft,NS PRO 950GH neo,,S,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
akie-iwai,岩井明愛,イワイ アキエ,tour_pro,verified_batch,2026,2026年 トーナメント,2026-04-09,true,https://www.mybagpro.jp/pros/akie-iwai,14,Putter,,TaylorMade,Spider X Copper White Small Slant Putter,,,,,,,,Confirmed from GDO 2026 Tournament of Champions setting page.,GDO 岩井明愛 クラブセッティング 2026年 トーナメント・オブ・チャンピオンズ,https://news.golfdigest.co.jp/players/setting/18071/2026/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18071/2026/1/ | https://www.yonex.co.jp/news/2026/3618.html,2026年トーナメント・オブ・チャンピオンズ時点で確認できた岩井明愛の14本のクラブセッティングと使用ボールを掲載するプロフィール。
patrick-reed,パトリック・リード,パトリック・リード,tour_pro,masters_2026_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/patrick-reed,1,Driver,,PING,G430 LST,9°,Aldila,Rogue Silver 125 MSI,,70 TX,,,Confirmed from Patrick Reed WITB 2025 references.,What’s in Patrick Reed’s bag? - Golf Monthly,https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag,2026-04-10,https://www.pgatour.com/player/34360/Patrick-Reed/stats | https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag | https://www.golfpost.com/equipment/patrick-reed-witb,2026年マスターズ出場選手として、パトリック・リードの契約フリーらしいミックスセッティングをまとめたクラブセッティングページです。
patrick-reed,パトリック・リード,パトリック・リード,tour_pro,masters_2026_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/patrick-reed,2,Fairway Wood,3W,TaylorMade,Stealth 2,15°,Aldila,Rogue Silver 125 MSI,,80 TX,,,Confirmed from Patrick Reed WITB 2025 references.,What’s in Patrick Reed’s bag? - Golf Monthly,https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag,2026-04-10,https://www.pgatour.com/player/34360/Patrick-Reed/stats | https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag | https://www.golfpost.com/equipment/patrick-reed-witb,2026年マスターズ出場選手として、パトリック・リードの契約フリーらしいミックスセッティングをまとめたクラブセッティングページです。
patrick-reed,パトリック・リード,パトリック・リード,tour_pro,masters_2026_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/patrick-reed,3,Utility,3H,Callaway,Apex Pro,20°,UST Mamiya,Recoil Dart,,90 X,,,Confirmed from Patrick Reed WITB 2025 references.,What’s in Patrick Reed’s bag? - Golf Monthly,https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag,2026-04-10,https://www.pgatour.com/player/34360/Patrick-Reed/stats | https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag | https://www.golfpost.com/equipment/patrick-reed-witb,2026年マスターズ出場選手として、パトリック・リードの契約フリーらしいミックスセッティングをまとめたクラブセッティングページです。
patrick-reed,パトリック・リード,パトリック・リード,tour_pro,masters_2026_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/patrick-reed,4,Iron,4I,Grindworks,PR-202,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from Patrick Reed WITB 2025 references.,What’s in Patrick Reed’s bag? - Golf Monthly,https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag,2026-04-10,https://www.pgatour.com/player/34360/Patrick-Reed/stats | https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag | https://www.golfpost.com/equipment/patrick-reed-witb,2026年マスターズ出場選手として、パトリック・リードの契約フリーらしいミックスセッティングをまとめたクラブセッティングページです。
patrick-reed,パトリック・リード,パトリック・リード,tour_pro,masters_2026_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/patrick-reed,5,Iron,5I,Grindworks,PR-202,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from Patrick Reed WITB 2025 references.,What’s in Patrick Reed’s bag? - Golf Monthly,https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag,2026-04-10,https://www.pgatour.com/player/34360/Patrick-Reed/stats | https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag | https://www.golfpost.com/equipment/patrick-reed-witb,2026年マスターズ出場選手として、パトリック・リードの契約フリーらしいミックスセッティングをまとめたクラブセッティングページです。
patrick-reed,パトリック・リード,パトリック・リード,tour_pro,masters_2026_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/patrick-reed,6,Iron,6I,Grindworks,PR-202,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from Patrick Reed WITB 2025 references.,What’s in Patrick Reed’s bag? - Golf Monthly,https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag,2026-04-10,https://www.pgatour.com/player/34360/Patrick-Reed/stats | https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag | https://www.golfpost.com/equipment/patrick-reed-witb,2026年マスターズ出場選手として、パトリック・リードの契約フリーらしいミックスセッティングをまとめたクラブセッティングページです。
patrick-reed,パトリック・リード,パトリック・リード,tour_pro,masters_2026_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/patrick-reed,7,Iron,7I,Grindworks,PR-202,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from Patrick Reed WITB 2025 references.,What’s in Patrick Reed’s bag? - Golf Monthly,https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag,2026-04-10,https://www.pgatour.com/player/34360/Patrick-Reed/stats | https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag | https://www.golfpost.com/equipment/patrick-reed-witb,2026年マスターズ出場選手として、パトリック・リードの契約フリーらしいミックスセッティングをまとめたクラブセッティングページです。
patrick-reed,パトリック・リード,パトリック・リード,tour_pro,masters_2026_batch,2026,2026年確認,2026-04-10,true,https://www.mybagpro.jp/pros/patrick-reed,8,Iron,8I,Grindworks,PR-202,,True Temper,Dynamic Gold Tour Issue,,X100,,,Confirmed from Patrick Reed WITB 2025 references.,What’s in Patrick Reed’s bag? - Golf Monthly,https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag,2026-04-10,https://www.pgatour.com/player/34360/Patrick-Reed/stats | https://www.golfmonthly.com/gear/gear-news/whats-in-patrick-reeds-bag | https://www.golfpost.com/equipment/patrick-reed-witb,2026年マスターズ出場選手として、パトリック・リードの契約フリーらしいミックスセッティングをまとめたクラブセッティングページです。
